Name,Degree,Location,City,Consult Fee,Years of Experience,Speciality,Availability,Doctor
Dr. Tejaswini Nayak,"MBBS, Diploma in Paediatrics",Bellandur,Bangalore,â‚¹1000,28,Pediatrician,12:00-04:22,Osteopathic
Dr. Neha Rajni,"BDS, MDS - Orthodontics",Sarjapur Road,Bangalore,â‚¹500,19,"Orthodontist, Dentist",12:00-04:23,Otolaryngologist
Dr. Arul Selvi,"MBBS, DNB - Pediatrics",Indiranagar,Bangalore,â‚¹800,17,Pediatrician,12:00-04:24,Otolaryngologist
Dr. Sharanya Shaker,BDS,JP Nagar,Bangalore,â‚¹500,t8,Dentist,12:00-04:25,Pediatrician
Dr. Niranjan P,"MBBS, DNB - General Surgery",Jayanagar,Bangalore,â‚¹700,18,"Laparoscopic Surgeon, General Surgeon, Bariatric Surgeon",12:00-04:26,Phlebologist
Dr. Ravi Jangamani,"MBBS, MD - General Medicine, DNB - Nephrology",Old Airport Road,Bangalore,â‚¹1100,20,Nephrologist/Renal Specialist,12:00-04:27,Pulmonologist
Dr. Aarthi Shankar,BDS,Sarjapur Road,Bangalore,â‚¹400,18,"Dentist, Dental Surgeon",12:00-04:28,Pulmonologist
Dr. Rashmika Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",Indiranagar,Bangalore,â‚¹600,n8,"Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon",12:00-04:29,Rheumatologists
Dr. Shivalinga swamy Salimath,"MBBS, MD - Respiratory Medicine",Sampangiramnagar,Bangalore,â‚¹800,t8,Pulmonologist,12:00-04:30,Rheumatologists
Dr. Suhasini Inamdar,"MBBS, MS - Obstetrics & Gynaecology",Indiranagar,Bangalore,â‚¹800,38,"Obstetrician, Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)",12:00-04:31,Tuberculosis
Dr. Harshitha Boyareddigari,"MBBS, DNB - General Medicine, DM - Endocrinology",Jayanagar 9 Block,Bangalore,â‚¹750,12,Endocrinologist,12:00-04:32,Allergist
Dr. Nomita Devi Arambam,BNYS,Indiranagar,Bangalore,â‚¹1650,y9,AYUSHYoga and Naturopathy,12:00-04:33,Allergist
Dr. Vyshnavi A Rao,"MBBS, MS - Obstetrics & Gynaecology",JP Nagar 1 Phase,Bangalore,â‚¹600,n9,Obstetrician,12:00-04:34,Cardiologist
Dr. Sunil Anto,BDS,Ulsoor,Bangalore,â‚¹400,21,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist",12:00-04:35,Cardiologist
Dr. Aarthi Bharat,"MBBS, MD - Obstetrics & Gynaecology",Banashankari,Bangalore,â‚¹750,24,"Gynecologist, Obstetrician",12:00-04:36,Dermatologist
Dr. Mohini N Prasad,"MBBS, MRCOG(UK)",Seshadripuram,Bangalore,â‚¹740,47,"Obstetrician, Gynecologist",12:00-04:37,Dermatologist
Dr. Chitralekha N. Dambekodi,"MBBS, DGO, MRCOG(UK)",Malleswaram,Bangalore,â‚¹850,25,"Gynecologist, Obstetrician",12:00-04:38,Dermatologist
Dr. Santhoshkumar K   (Physiotherapist),"BPTh/BPT, MPT - Orthopaedics & Traumatology",Ashoknagar,Bangalore,â‚¹500,16,TherapistPhysiotherapist,11:00-03:00,Dermatologist
Dr. Nithya Logeshwari K,"MBBS, MD - Dermatology , Venereology & Leprosy",BEL Layout,Bangalore,â‚¹600,t5,Dermatologist,11:00-03:01,Dermatologist
Dr. Anand Patil,"MBBS, MD - Pediatrics",Whitefield,Bangalore,â‚¹800,12,Pediatrician,11:00-03:02,Endocrinologist
Dr. Vijaya G,"MBBS, MS - General Surgery",Yeshwanthpur,Bangalore,â‚¹850,29,"General Surgeon, Laparoscopic Surgeon",11:00-03:03,Endocrinologist
Dr. Meena Venkatraman,"MBBS, Diplomate of the American Board of Paediatrics",Old Airport Road,Bangalore,â‚¹900,21,Pediatrician,11:00-03:04,Endocrinologist
Dr. Lakshmi Priya,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Banashankari,Bangalore,â‚¹600,11,"Infertility Specialist, Gynecologist, Obstetrician",11:00-03:05,Endocrinologist
Dr. S. Vaseem Ahamadi,BDS,JP Nagar 3 Phase,Bangalore,â‚¹200,11,Dentist,11:00-03:06,Gastroenterologist
Dr. Jyoti Puthran,"MBBS, DNB - General Medicine",Kammana Halli,Bangalore,â‚¹500,19,"General Physician, Internal Medicine",11:00-03:07,Gastroenterologist
Dr. Nikhita Shetty,"MBBS, MD - Dermatology , Venereology & Leprosy",Koramangala 7 Block,Bangalore,â‚¹600,10,"Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",11:00-03:08,Gastroenterologist
Dr. Salim A Khatib,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",Hebbal,Bangalore,â‚¹1000,42,Pediatrician,11:00-03:09,Gastroenterologist 
Dr. Prathik R,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology",Seshadripuram,Bangalore,â‚¹700,10,Urologist,11:00-03:10,Gastroenterologist
Dr. Kiran Kumar,"MBBS, MD - Radiotherapy, DM - Medical Oncology",Electronics City,Bangalore,â‚¹750,10,"Medical Oncologist, Hematologic Oncologist",11:00-03:11,Gynecologist
Dr. Abhishek B,"BDS, MDS - Oral Pathology and Oral Microbiology, Fellowship in Oral implantlogy",Rajajinagar,Bangalore,â‚¹200,16,"Dentist, Oral Pathologist",11:00-03:12,Hepatologist
Dr. Prathap Kumar Pani,"MBBS, MS - General Surgery, MCh - Neuro Surgery",HSR Layout,Bangalore,â‚¹1000,41,Neurosurgeon,11:00-03:13,Hepatologist
Dr. Pradeep T,MBBS,Electronics City,Bangalore,â‚¹300,n6,General Physician,11:00-03:14,hepatologist
Dr. Manju Deepthi B,"MBBS, MS - Obstetrics & Gynaecology",HRBR Layout,Bangalore,â‚¹850,11,"Obstetrician, Gynecologist",11:00-03:15,Hepatologist
Dr. Chaitanya NT,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",Ashoknagar,Bangalore,â‚¹800,t7,"Dermatologist, Aesthetic Dermatologist",11:00-03:16,Hepatologist
Dr. Garima Aggarwal,"MBBS, MD - General Medicine, DM - Nephrology",Whitefield,Bangalore,â‚¹850,13,Nephrologist/Renal Specialist,11:00-03:17,Hepatologist
Dr. Saranya,"BAMS, Master of Hospital Administration",Jayanagar 5 Block,Bangalore,â‚¹300,14,AYUSHAyurveda,11:00-03:18,Hepatologist
Dr. Vinay Kumar V,"MBBS, MS - ENT",Ashoknagar,Bangalore,â‚¹800,10,ENT/ Otorhinolaryngologist,11:00-03:19,Internal Medcine
Dr. Sathya Vamsi Krishna,"MS - Orthopaedics, MBBS",Jayanagar 9 Block,Bangalore,â‚¹650,13,Orthopedic surgeon,11:00-03:20,Internal Medcine
Dr. Kavitha Lakshmi Easwaran,"MBBS, MD - Obstetrics & Gynaecology",Kasturi nagar,Bangalore,â‚¹700,26,"Gynecologist, Obstetrician, Infertility Specialist",11:00-03:21,Neurologist
Dr. Rajeev Ghat,"MBBS, MS - Orthopaedics, FRCS - Trauma & Orthopedic Surgery",Bellandur,Bangalore,â‚¹700,27,Orthopedic surgeon,11:00-03:22,Neurologist
Dr. Vidya T.S,"MBBS, MD - Dermatology",Jayanagar,Bangalore,â‚¹700,28,"Dermatologist, Aesthetic Dermatologist",11:00-03:23,Neurologist
Dr. Priyanka R Kuri,"MBBS, MD - Dermatology , Venereology & Leprosy",Whitefield,Bangalore,â‚¹700,t9,"Dermatologist, Trichologist",11:00-03:24,Osteopathic
Dr. Najma Ubaid,BDS,Bellandur,Bangalore,â‚¹400,12,Dentist,11:00-03:25,Otolaryngologist
Dr. Priya B,"MBBS, MD - Radio Diagnosis/Radiology",Indiranagar,Bangalore,,t6,Radiologist,11:00-03:26,Otolaryngologist
Dr. Ganesh Veerabhadraiah,"MBBS, DNB - Neurosurgery, Fellowship in Interventional Neurosurgery (FINR)",Jayanagar,Bangalore,â‚¹1000,22,"Neurosurgeon, Neurointerventional Surgery, Spine Surgeon (Neuro)",11:00-03:27,Pediatrician
Dr. Sanjiv C C,"MBBS, DM - Neurology",Basavanagudi,Bangalore,â‚¹800,33,Neurologist,11:00-03:28,Phlebologist
Dr. Vijay Bhaskar (Ex. Major),"MBBS, MS - ENT",Jayanagar,Bangalore,â‚¹750,29,ENT/ Otorhinolaryngologist,11:00-03:29,Pulmonologist
Dr. Meghana M   (Physiotherapist),BPTh/BPT,Jayanagar 7 Block,Bangalore,â‚¹500,t1,TherapistPhysiotherapist,11:00-03:30,Pulmonologist
Dr. Mukunda Ramachandra,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",Bannerghatta Road,Bangalore,â‚¹1150,22,Pediatric Surgeon,11:00-03:31,Rheumatologists
Dr. Swapnil Chincholikar,"MDS - Prosthodontist And Crown Bridge, BDS",Hennur,Bangalore,â‚¹300,11,"Prosthodontist, Implantologist",11:00-03:32,Rheumatologists
Dr. Ramya Srinath,"MBBS, MD - Pediatrics",Koramangala,Bangalore,â‚¹1000,n8,Pediatrician,11:00-03:33,Tuberculosis
Dr. Giridhar Venkatesh,"MBBS, MS - General Surgery, MCh - Urology",Electronics City,Bangalore,â‚¹900,15,Urologist,11:00-03:34,Allergist
Dr. Deepanju D Changkakoti,"MBBS, MD - General Medicine",Millers Road,Bangalore,â‚¹1000,31,"Internal Medicine, General Physician",11:00-03:35,Allergist
Dr. Sandhya Ramanujam,BDS,Bannerghatta Road,Bangalore,â‚¹500,29,Dentist,11:00-03:36,Cardiologist
Dr. Rachana Gopalakrishna,"MBBS, Diploma in Child Health (DCH)",Whitefield,Bangalore,â‚¹1100,11,Pediatrician,11:00-03:37,Cardiologist
Dr. Sreelakshmi C Reddy,"BAMS, PhD- Ayurveda",Whitefield,Bangalore,â‚¹600,18,AYUSHAyurveda,11:00-03:38,Dermatologist
Dr. Dimpu Edwin,"MBBS, MD - General Medicine, DM - Cardiology",JP Nagar,Bangalore,â‚¹900,12,Interventional Cardiologist,11:00-03:39,Dermatologist
Dr. Harini Krishnan,"BDS, MDS - Paedodontics And Preventive Dentistry",Kanakpura Road,Bangalore,â‚¹300,t7,Pediatric Dentist,11:00-03:40,Dermatologist
Dr. Abhisheak R Naik,"BDS, MDS - Oral Medicine and Radiology",Harlur,Bangalore,â‚¹200,12,"Cosmetic/Aesthetic Dentist, Dental Surgeon",11:00-03:41,Dermatologist
Dr. B. Ravi Mohan Rao,"MCh - Neuro Surgery, MBBS",Seshadripuram,Bangalore,â‚¹1000,37,Neurosurgeon,11:00-03:42,Dermatologist
Dr. Sriram Nathan,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",Whitefield,Bangalore,â‚¹800,21,ENT/ Otorhinolaryngologist,11:00-03:43,Endocrinologist
Dr. Manjula Patil,"MBBS, MS - Obstetrics & Gynaecology",Rajarajeshwarinagar,Bangalore,â‚¹650,25,Gynecologist,11:00-03:44,Endocrinologist
Dr. Mohan M.R,"MBBS, MS - Orthopaedics",Hulimavu,Bangalore,â‚¹500,21,Orthopedic surgeon,11:00-03:45,Endocrinologist
Dr. Akhila Joshi,"BNYS, MSc - Clinical Nutrition and Dietetics",Kaggadasapura,Bangalore,â‚¹500,14,"AYUSHYoga and Naturopathy, Clinical Nutritionist, Dietitian/Nutritionist, Sports Nutritionist, Acupuncturist",01:00-02:00,Endocrinologist
Dr. Chinmayie R,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Jayanagar,Bangalore,â‚¹600,14,"Obstetrician, Infertility Specialist, Gynecologist",01:00-02:01,Gastroenterologist
Dr. Chetan Nelvigi,"MBBS, MS - Obstetrics & Gynaecology",Bannerghatta Road,Bangalore,â‚¹900,31,"Gynecologist, Obstetrician, Infertility Specialist",01:00-02:02,Gastroenterologist
Dr. Hari Krishna,"MBBS, MD - Anaesthesiology",Electronics City,Bangalore,â‚¹250,n4,"Anesthesiologist, General Physician",01:00-02:03,Gastroenterologist
Dr. Nandhini Ravindran,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",Ulsoor,Bangalore,â‚¹600,17,"Gynecologist, Obstetrician, Infertility Specialist",01:00-02:04,Gastroenterologist 
Dr. Neetha P.R,BAMS,Jakkur,Bangalore,â‚¹300,21,"AYUSHAyurveda, Alternative Medicine",01:00-02:05,Gastroenterologist
Dr. Sharan Shivraj Patil,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics, M.Ch - Orthopaedics, FRCS - Trauma & Orthopedic Surgery",Vasanthnagar,Bangalore,â‚¹1000,33,"Orthopedic surgeon, Joint Replacement Surgeon",01:00-02:06,Gynecologist
Dr. Kunal K Mehra,"MBBS, MS - General Surgery, MCh - Urology",Kundalahalli,Bangalore,â‚¹850,13,Urologist,01:00-02:07,Hepatologist
Dr. Shobha Rani,"DGO, MBBS, MD - Obstetrics & Gynaecology",Malleswaram,Bangalore,â‚¹700,48,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)",01:00-02:08,Hepatologist
Dr. Nikhil C Hiremath,"MBBS, MD - General Medicine, DM - Neurology",Yeshwanthpur,Bangalore,â‚¹850,14,Neurologist,01:00-02:09,hepatologist
Dr. Jayakrishnan Pillai,"MBBS, DNB - Orthopedics/Orthopedic Surgery",Koramangala 5 Block,Bangalore,â‚¹800,21,"Orthopedic surgeon, Joint Replacement Surgeon",01:00-02:10,Hepatologist
Dr. Arka Chatterjee,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery",Nagasandra,Bangalore,â‚¹750,n9,Pediatric Surgeon,01:00-02:11,Hepatologist
Dr. Shivakumar Y S,"MBBS, MS - Orthopaedics",Whitefield,Bangalore,â‚¹850,27,Orthopedic surgeon,01:00-02:12,Hepatologist
Dr. Raghuram G,"MBBS, DNB - Neurosurgery",KR Puram,Bangalore,â‚¹1200,16,Neurosurgeon,01:00-02:13,Hepatologist
Dr. Vinayak M,"MBBS, MD - Pediatrics, DM - Medical Oncology",Horamavu,Bangalore,â‚¹700,13,"Medical Oncologist, General Physician",01:00-02:14,Internal Medcine
Dr. Saud Ahmed,"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT, DNB - Otorhinolaryngology",Millers Road,Bangalore,â‚¹1000,15,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon",01:00-02:15,Internal Medcine
Dr. Anupama S Kakade,"MBBS, MD - General Medicine, Fellowship in Non-Invasive Cardiology (FIC)",Indiranagar,Bangalore,â‚¹700,19,General Physician,01:00-02:16,Neurologist
Dr. Sahana Deshpande,"MBBS, DNB - Obstetrics & Gynecology",Kanakpura Road,Bangalore,â‚¹700,18,Gynecologist,01:00-02:17,Neurologist
Dr. Shankar D Desai,"MBBS, MD - Skin,VD & Leprosy",Yeshwanthpur,Bangalore,â‚¹850,38,Dermatologist,01:00-02:18,Neurologist
Dr. Prasanna K S,"MBBS, MD - General Medicine, DM - Gastroenterology",Bannerghatta Road,Bangalore,â‚¹1000,17,Gastroenterologist,01:00-02:19,Osteopathic
Dr. Shrishailesh. D.M,"MBBS, MD - Pediatrics",Koramangala 6 Block,Bangalore,â‚¹700,15,Pediatrician,01:00-02:20,Otolaryngologist
Dr. Sushal Shanthakumar,"MBBS, MS - Orthopaedics",Old Airport Road,Bangalore,â‚¹900,19,Orthopedic surgeon,01:00-02:21,Otolaryngologist
Dr. Shiraz Ahmed,"MBBS, MS - General Surgery",Indiranagar,Bangalore,â‚¹500,14,General Surgeon,01:00-02:22,Pediatrician
Dr. Mohan Raj,"MBBS, MD - Ophthalmology",Bannerghatta Road,Bangalore,â‚¹500,16,Ophthalmologist/ Eye Surgeon,01:00-02:23,Phlebologist
Dr. Mahesh Chandra Pai,"MBBS, DNB - General Medicine",Yeshwanthpur,Bangalore,â‚¹600,24,"Internal Medicine, General Physician",01:00-02:24,Pulmonologist
Dr. J Mazumder   (Physiotherapist),BPTh/BPT,Jayanagar,Bangalore,â‚¹400,15,TherapistPhysiotherapist,01:00-02:25,Pulmonologist
Dr. Bhimasena Rao,"MBBS, DNB - Respiratory Diseases",Millers Road,Bangalore,â‚¹1000,28,Pulmonologist,01:00-02:26,Rheumatologists
Dr. Shubha L,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",Electronics City,Bangalore,â‚¹600,5,Infertility Specialist,01:00-02:27,Rheumatologists
Dr. Veekshith Shetty,"MBBS, DNB - Neurosurgery",Millers Road,Bangalore,â‚¹1000,7,Neurosurgeon,01:00-02:28,Tuberculosis
Dr. Ujwala,"MBBS, MS - Obstetrics & Gynaecology",Jayanagar 8 Block,Bangalore,â‚¹500,7,"Gynecologist, Obstetrician, Infertility Specialist",01:00-02:29,Allergist
Dr. Roby Bose,"MBBS, Masters in Clinical Dermatology",Ashoknagar,Bangalore,â‚¹1000,17,Hair Transplant Surgeon,01:00-02:30,Allergist
Dr. Srimani,BDS,JP Nagar 1 Phase,Bangalore,â‚¹200,24,"Dentist, Dental Surgeon",01:00-02:31,Cardiologist
Dr. Nataraj H M,"MBBS, MS - Orthopaedics",Sarjapur Road,Bangalore,â‚¹500,17,Orthopedic surgeon,01:00-02:32,Cardiologist
Dr. Sudhakar P,"MBBS, MD - General Medicine, DNB - Cardiology, DM - Cardiology",Horamavu,Bangalore,â‚¹700,14,Cardiologist,01:00-02:33,Dermatologist
Dr. Mayur Nair,"Doctor of Medicine, MS - ENT",Sarjapur Road,Bangalore,â‚¹700,10,ENT/ Otorhinolaryngologist,01:00-02:34,Dermatologist
Dr. Deepak A,"MBBS, Diploma in Orthopaedics",Sarjapur Road,Bangalore,â‚¹650,6,Orthopedic surgeon,01:00-02:35,Dermatologist
Dr. Arvind Kidambi Seshadri,"MBBS, MS - General Surgery, MCh - Hepato Pancreato Biliary Surgery",Old Airport Road,Bangalore,â‚¹1100,20,Hepato-Biliary-Pancreatic,01:00-02:36,Dermatologist
Dr. Tejasvi Kumar C,"MBBS, MS - General Surgery",Hebbal,Bangalore,â‚¹700,7,"Laparoscopic Surgeon, Proctologist, Diabetic Foot Surgeon, General Surgeon",01:00-02:37,Dermatologist
Dr. Sadashiv.S.Gore,BAMS,Sanjay Nagar,Bangalore,â‚¹1000,34,"AYUSHAyurveda, Sexologist",01:00-02:38,Endocrinologist
Dr. Thirumalesh K Reddy,"MBBS, MS - Orthopaedics",Hebbal,Bangalore,â‚¹1000,28,"Orthopedic surgeon, Joint Replacement Surgeon",01:00-02:39,Endocrinologist
Dr. Mahesh Babu,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",Banashankari,Bangalore,â‚¹800,14,"Urologist, Andrologist, Urological Surgeon",01:00-02:40,Endocrinologist
Dr. B V Shashidhar,BDS,West Of Chord Road,Bangalore,â‚¹300,16,Dentist,01:00-02:41,Endocrinologist
Dr. Shazia Amreen,"BAMS, MD - Ayurvedic Pathology & Diagnostic Procedure",Banashankari,Bangalore,â‚¹400,a6,AYUSHAyurveda,01:00-02:42,Gastroenterologist
Dr. Fayaz Pasha,"BDS, MDS - Prosthodontist And Crown Bridge, Fellowship in Oral implantlogy",BTM Layout 2nd Stage,Bangalore,â‚¹300,22,"Prosthodontist, Implantologist, Cosmetic/Aesthetic Dentist",03:00-05:00,Gastroenterologist
Dr. Smitha R,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",VV Puram,Bangalore,â‚¹600,26,"Gynecologist, Obstetrician",03:00-05:01,Gastroenterologist
Dr. Anupama Ashok,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Sahakaranagar,Bangalore,â‚¹850,27,"Infertility Specialist, Gynecologist",03:00-05:02,Gastroenterologist 
Dr. Nanda Kumar Bhairi,"DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics, MBBS",Rajarajeshwarinagar,Bangalore,â‚¹500,19,"Orthopedic surgeon, Spine Surgeon (Ortho), Joint Replacement Surgeon, Spine And Pain Specialist",03:00-05:03,Gastroenterologist
Ms. Vidyashree C N,MSc - Psychology,Yelahanka,Bangalore,â‚¹1000,t7,TherapistCounselling Psychologist,03:00-05:04,Gynecologist
Dr. Anantharaman.R,"MD - General Medicine, DM - Endocrinology, MBBS",Sampangiramnagar,Bangalore,â‚¹800,15,Endocrinologist,03:00-05:05,Hepatologist
Ms. Sonal Sureka,"M.Sc- Dietetics and Applied Nutrition, BSc. - Home Science (Food Science and Nutrition)",Ashoknagar,Bangalore,â‚¹1500,t8,TherapistDietitian/Nutritionist,03:00-05:06,Hepatologist
Dr. Roma Haider,BDS,Koramangala 5 Block,Bangalore,â‚¹600,25,Dental Surgeon,03:00-05:07,hepatologist
Dr. Juvita Rasquinha,"MBBS, DDVL",Indiranagar,Bangalore,â‚¹500,18,"Dermatologist, Cosmetologist, Pediatric Dermatologist, Trichologist",03:00-05:08,Hepatologist
Dr. Shashikala S,"MBBS, DGO",Malleswaram,Bangalore,â‚¹850,36,"Obstetrician, Gynecologist",03:00-05:09,Hepatologist
Dr. Ritu Choudhary,"MBBS, MS - Obstetrics & Gynaecology",Electronics City,Bangalore,â‚¹650,15,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Obstetrician",03:00-05:10,Hepatologist
Dr. Mohan Badagandi,MBBS,Old Airport Road,Bangalore,â‚¹1100,48,General Physician,03:00-05:11,Hepatologist
Dr. Deepthi Panem   (Physiotherapist),BPTh/BPT,Whitefield,Bangalore,â‚¹300,t7,TherapistPhysiotherapist,03:00-05:12,Internal Medcine
Dr. Vasunethra Kasargod,"MBBS, MD - Pulmonary Medicine",Kalyan Nagar,Bangalore,â‚¹750,13,Pulmonologist,03:00-05:13,Internal Medcine
Dr. Shruti Manjunath,"MBBS, MS - ENT",Indiranagar,Bangalore,â‚¹700,13,ENT/ Otorhinolaryngologist,03:00-05:14,Neurologist
Dr. Amulya S,"MBBS, MD - Dermatology , Venereology & Leprosy",Horamavu,Bangalore,â‚¹500,t7,Dermatologist,03:00-05:15,Neurologist
Dr. Ashwini G B,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",HSR Layout,Bangalore,â‚¹800,21,"Gynecologist, Infertility Specialist, Obstetrician",03:00-05:16,Neurologist
Dr. Paramita Nandi,BHMS,Jayanagar 4 Block,Bangalore,â‚¹450,h8,AYUSHHomoeopath,03:00-05:17,Osteopathic
Dr. Amarkishen Shetty,"MBBS, DM - Gastroenterology",Jayanagar 9 Block,Bangalore,â‚¹900,34,Gastroenterologist,03:00-05:18,Otolaryngologist
Dr. Swati Kedia,"BDS, MDS - Pedodontics",BTM Layout,Bangalore,â‚¹500,14,"Dentist, Pediatric Dentist",03:00-05:19,Otolaryngologist
Dr. Vidyamani Boriah,"MBBS, DNB - Obstetrics & Gynecology, Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London)",VV Puram,Bangalore,â‚¹600,53,"Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Gynecologist",03:00-05:20,Pediatrician
